"hgdp_id"	"Origin"	"Geographic.origin"	"cluster"
"HGDP00218"	"Pathan"	"Pakistan"	1
"HGDP00222"	"Pathan"	"Pakistan"	1
"HGDP00224"	"Pathan"	"Pakistan"	1
"HGDP00226"	"Pathan"	"Pakistan"	1
"HGDP00228"	"Pathan"	"Pakistan"	1
"HGDP00230"	"Pathan"	"Pakistan"	1
"HGDP00232"	"Pathan"	"Pakistan"	1
"HGDP00234"	"Pathan"	"Pakistan"	1
"HGDP00237"	"Pathan"	"Pakistan"	1
"HGDP00239"	"Pathan"	"Pakistan"	1
"HGDP00241"	"Pathan"	"Pakistan"	1
"HGDP00243"	"Pathan"	"Pakistan"	1
"HGDP00244"	"Pathan"	"Pakistan"	1
"HGDP00247"	"Pathan"	"Pakistan"	1
"HGDP00248"	"Pathan"	"Pakistan"	1
"HGDP00251"	"Pathan"	"Pakistan"	1
"HGDP00254"	"Pathan"	"Pakistan"	1
"HGDP00258"	"Pathan"	"Pakistan"	1
"HGDP00259"	"Pathan"	"Pakistan"	1
"HGDP00262"	"Pathan"	"Pakistan"	1
"HGDP00264"	"Pathan"	"Pakistan"	1
"HGDP00267"	"Kalash"	"Pakistan"	1
"HGDP00274"	"Kalash"	"Pakistan"	1
"HGDP00277"	"Kalash"	"Pakistan"	1
"HGDP00279"	"Kalash"	"Pakistan"	1
"HGDP00281"	"Kalash"	"Pakistan"	1
"HGDP00285"	"Kalash"	"Pakistan"	1
"HGDP00286"	"Kalash"	"Pakistan"	1
"HGDP00288"	"Kalash"	"Pakistan"	1
"HGDP00290"	"Kalash"	"Pakistan"	1
"HGDP00298"	"Kalash"	"Pakistan"	1
"HGDP00302"	"Kalash"	"Pakistan"	1
"HGDP00304"	"Kalash"	"Pakistan"	1
"HGDP00307"	"Kalash"	"Pakistan"	1
"HGDP00309"	"Kalash"	"Pakistan"	1
"HGDP00311"	"Kalash"	"Pakistan"	1
"HGDP00313"	"Kalash"	"Pakistan"	1
"HGDP00315"	"Kalash"	"Pakistan"	1
"HGDP00319"	"Kalash"	"Pakistan"	1
"HGDP00323"	"Kalash"	"Pakistan"	1
"HGDP00326"	"Kalash"	"Pakistan"	1
"HGDP00328"	"Kalash"	"Pakistan"	1
"HGDP00330"	"Kalash"	"Pakistan"	1
"HGDP00333"	"Kalash"	"Pakistan"	1
"HGDP00336"	"Burusho"	"Pakistan"	1
"HGDP00338"	"Burusho"	"Pakistan"	1
"HGDP00341"	"Burusho"	"Pakistan"	1
"HGDP00346"	"Burusho"	"Pakistan"	1
"HGDP00351"	"Burusho"	"Pakistan"	1
"HGDP00356"	"Burusho"	"Pakistan"	1
"HGDP00359"	"Burusho"	"Pakistan"	1
"HGDP00364"	"Burusho"	"Pakistan"	1
"HGDP00371"	"Burusho"	"Pakistan"	1
"HGDP00372"	"Burusho"	"Pakistan"	1
"HGDP00376"	"Burusho"	"Pakistan"	1
"HGDP00382"	"Burusho"	"Pakistan"	1
"HGDP00388"	"Burusho"	"Pakistan"	1
"HGDP00392"	"Burusho"	"Pakistan"	1
"HGDP00397"	"Burusho"	"Pakistan"	1
"HGDP00402"	"Burusho"	"Pakistan"	1
"HGDP00407"	"Burusho"	"Pakistan"	1
"HGDP00412"	"Burusho"	"Pakistan"	1
"HGDP00417"	"Burusho"	"Pakistan"	1
"HGDP00423"	"Burusho"	"Pakistan"	1
"HGDP00428"	"Burusho"	"Pakistan"	1
"HGDP00433"	"Burusho"	"Pakistan"	1
"HGDP00438"	"Burusho"	"Pakistan"	1
"HGDP00444"	"Burusho"	"Pakistan"	1
"HGDP00445"	"Burusho"	"Pakistan"	1
"HGDP00449"	"Mbuti_Pygmies"	"Democratic Republic of Congo"	4
"HGDP00452"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP00457"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP00460"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP00464"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP00465"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP00467"	"Mbuti_Pygmies"	"Democratic Republic of Congo"	4
"HGDP00470"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP00471"	"Mbuti_Pygmies"	"Democratic Republic of Congo"	4
"HGDP00473"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP00475"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP00478"	"Mbuti_Pygmies"	"Democratic Republic of Congo"	1
